link,hashtag,imgSrc,date,title,description
237200,"['生物多樣性','氣候變遷','污染治理','能源轉型', '高溫', '熱浪']",https://e-info.org.tw/sites/all/themes/quatro/images/news-default.jpeg,2023/7/18,桃園台灣獼猴被捕後身亡、巴西總統承諾2030亞馬遜森林零砍伐、WMO警告熱浪加劇可能增加死亡風險,桃園市龍潭區18日上午有台灣獼猴出沒，市府農業局獲報後捕捉、施以1cc鎮靜劑，獼猴卻死亡；農業局說，過程皆依一般類野生動物處置流程，將把獼猴遺體送往相關單位檢驗釐清死因。（中央社報導）
237202,"['循環經濟', '零廢棄', ]",https://live.staticflickr.com/65535/53058629828_3e91dfb906_b.jpg,2023/7/20,今夏快閃倫敦 英國首家「零廢棄」劇場如何建成？,一塊塊顏色不均的木棧板慢慢豎起，組合成穀倉般的簡陋小屋，豎立在倫敦金絲雀碼頭熙來攘往的草地上。
237203,"['污染治理能源轉型', '福島核災', '核廢']",https://live.staticflickr.com/65535/53056185529_1c1885267e_b.jpg,2023/7/19,歸返福島：當時間停止在那一刻 福島災後重建的居民生活,
237204,"['污染治理能源轉型', '福島核災', '核廢']",https://live.staticflickr.com/65535/53056037411_c65c5945af_o.jpg,2023/7/19,核電是未來光明的能源？ 日本重啟核電的難題,
237210,"['生物多樣性', '離岸風力發電', '珍稀植物']",https://live.staticflickr.com/65535/53056736450_f9d9729594_b.jpg,2023/7/19,京威「苗栗離岸風電」初審過關 陸纜行經石虎熱區應補充保育對策,環保署今（19）日審查京威能源規劃的「苗栗離岸風力發電」計畫，專案小組最終建議修正後通過，送交環評大會審查。由於開發單位在後龍段陸纜調查到石虎出沒，專案小組要求加強生態保育；並於海纜施工時設置防濁幕以保護海域水質。
237211,"['土地利用','能源轉型',  '再生能源', '生態保育']",https://live.staticflickr.com/65535/53056969338_2c554a9c0a_b.jpg,2023/7/19,苗栗小光電八成位於石虎熱點 環團走訪三縣市提建言,再生能源爭議層出不窮，地球公民基金會展開地面型光電發展田野調查，實地走訪苗栗、台南、花蓮發現，光電開發各有難處，苗栗甚至有八成小光電案場位於石虎重要棲地。基金會今（19日）發布調查報告指出，三縣市皆欠缺環境整體的系統性評估，建議中央應有一致性原則，再由地方因地制宜。
237212,"['海洋氣候變遷', '海平面上升', '全球暖化', '氣候變遷調適']",https://live.staticflickr.com/65535/53056759224_f8eb2c6d04_b.jpg,2023/7/19,島國共抗氣候變遷 台灣與太平洋友邦簽聯合聲明,全球暖化造成海平面上升，海島國家面臨「滅頂危機」，我國今日與馬紹爾群島、諾魯、帛琉、以及吐瓦魯等友邦簽署「對抗氣候變遷聯合聲明」，共同推動能源轉型、強化糧食安全、保護自然棲地與管理海洋保護區等行動。
237214,['污染治理'],https://live.staticflickr.com/65535/53057499265_b48c60efc0_b.jpg,2023/7/20,15年中油三輕監督委員會任務結束 環評大會同意停開,環保署19日召開第446次環評大會，環保署環境督察總隊提出停開「三輕監督委員會」臨時提案，獲決議通過。三輕監督委員會自2009年監督中油三輕環評承諾是否落實，運作15年後，環保署認為任務完成，未來將不再召開委員會，但每年仍會辦理監督會議，並在網路公告三輕環評承諾事項有無達成。
237215,"['海洋', '離岸風電',]",https://live.staticflickr.com/65535/53057180461_cc2aa692ed_b.jpg,2023/7/20,能源局風場共同廊道劃設惹議 民間轟：觀音毀白玉藻礁、竹南穿定置漁場,昨（19）日數名環團代表、議員，以及竹南漁民北上出席環評，質疑能源局離岸風場共同廊道破壞生態。環保署昨審查哥本哈根基礎建設基金（CIP）規劃的渢汎、渢成、渢利三風場，海纜分別走桃園觀音、苗栗竹南共同廊道上岸。民間指出，觀音廊道恐怕破壞白玉藻礁，竹南廊道更將穿越四座定置漁場，影響漁民生計。專案小組最後決議本案補件再審，並要求能源局檢討廊道規劃。
237216,"['生物多樣性', '熱浪', '高溫紀錄', '野火']",https://e-info.org.tw/sites/all/themes/quatro/images/news-default.jpeg,2023/7/20,北市動物園馬來貘「貘克」過世、加拿大卑詩省野火燒毀面積創新高、印度洪災罕見淹至泰姬瑪哈陵,台北市立動物園熱帶雨林區的馬來貘「貘克」19日過世，動物園發言人曹先紹說明，「貘克」的死亡原因不能排除各種狀況，如熱衰竭、免疫系統失調、傳染等。園方也針對與「貘克」長期在一起的「貘莉」進行檢查，目前狀況正常。20日將進行「貘克」遺體解剖，待解剖死因出爐。（自由時報報導）
237217,"['氣候變遷', '氣候變遷調適', '極端天氣']",https://live.staticflickr.com/65535/53058765123_f19cde5b50_b.jpg,2023/7/21,氣候變遷調適行動草案公聽會 學者：過於強調穩定反失韌性,亞洲近日暴雨成災，韓國的豪雨更造成數十人喪生。極端氣候造成的災難已非個案，如何落實調適工作也成為各國課題。環保署於去（2022）年邀內政部等16個部會擬訂「國家氣候變遷調適行動方案（112-116年）」草案，推出八大項、125個行動計畫。隨著今年《氣候法》上路，國發會要求各部會依新法中《調適專章》重新檢討修正草案。
237220,"['氣候變遷', '深度低碳專題']",https://live.staticflickr.com/65535/53060493069_a0b604bb69_b.jpg,2023/7/21,非洲超級穀物「福尼奧米」耐旱、免用藥和肥料 成為釀酒廠新寵,隨著俄羅斯入侵「世界穀倉」烏克蘭，小麥價格持續走高，嚴重衝擊啤酒釀造業。今年春天，布魯克林酒廠（Brooklyn Brewery）跟精釀啤酒品牌「好釀酒人」（Brewgooder）聯手推出一款以西非「超級穀物」釀造的啤酒，將非洲亢旱作物福尼奧米（Fonio）帶到大眾面前。
237221,"['土地利用', '再生能源', '漁電共生', '農電共生']",https://live.staticflickr.com/65535/53058945200_c81137dd7f_b.jpg,2023/7/21,學者批綠能發展區光電典範變調 內政部：納國土計畫確保永續,經濟部去年啟動「綠能發展區」政策，選定低地力農地、非養殖生產區魚塭等條件，以免經審查增加誘因，提高光電設置比例。內政部也配合鬆綁土地管制法規，引發民間質疑不符國土計畫精神，妨礙國土永續。內政部19日澄清，修法已經喊停，並承諾綠能發展區納入國土計畫體制。經濟部也說明，預計9月公開能源用地白皮書光電篇，做為地方空間規劃的上位指導方針。
237224,"['污染治理', '垃圾處理',]",https://live.staticflickr.com/65535/53071891861_fe8cdd513d_b.jpg,2023/8/4,垃圾量仍增且燒最多 兩張圖表看2022年台灣垃圾處理現況,國人產生的垃圾一年比一年多。根據環保署統計，繼2021年全台一般廢棄物總量正式突破千萬噸，2022年持續增加約百萬噸的垃圾量，來到1123萬8654噸。其中包含一般垃圾42.7%、資源垃圾52.9％及4.3%的廚餘。去（2022）年垃圾焚化量更創下環保署公開統計以來的最高紀錄。本文以兩張圖表說明2022年台灣垃圾處理現況。
237225,"['能源轉型', '減碳新生活', '潔淨能源', '再生能源']",https://live.staticflickr.com/65535/53028868959_41e868f02c_b.jpg,2023/7/21,低成本又低碳產製的潔淨能源「粉紅氫」 為何有人熱愛有人嫌？,氫能可以減少碳排放，取代現有的發電燃料或原料。其產製方式多元。據國立中央大學工學院能源研究中心主任曾重仁的資料，褐煤氣化產製的氫能，稱為「褐氫」；化石燃料氣體產製的氫能，稱為「灰氫」。近年各界朝著環保努力，還有先以化石燃料產氫，再用CCS技術捕捉二氧化碳的「藍氫」，以及使用再生能源（例如太陽能、風能）提供的電力，進行水電解產生的「綠氫」。
237226,"['生物多樣性','海洋','氣候變遷','能源轉型']",https://e-info.org.tw/sites/all/themes/quatro/images/news-default.jpeg,2023/7/21,雲林移除紅樹林守護台灣旱招潮蟹、科學家將地中海列氣候變遷熱點、巴西總統要求富國撥款守護雨林,高師大附中學生蔡宇安、謝京霖、陳子戡、金時聿研發「海洋攔阻網」，能攔阻垃圾流入海洋，獲得美國國家資訊及數位科技研究中心研究公益設計永續發展獎，創下台灣學生團隊首獲獎項紀錄。（中央社報導）
237235,"['氣候變遷', 'ESG', '淨零', '碳揭露', '低碳交通']",https://live.staticflickr.com/65535/53060253747_924c91e471_b.jpg,2023/7/24,2023綠色發展最夯趨勢你跟上了嗎？ 微型交通、自然資本、替代肉品,致力於推動綠色經濟的國際知名媒體機構GreenBiz與標普全球（S&P Global Sustainable1）攜手出版《2023綠色產業報告》（State of Green business 2023）。
237237,"['氣候變遷', 'ESG', '企業永續發展']",https://live.staticflickr.com/65535/53063926978_30daa257f1_b.jpg,2023/8/7,全球500大組織永續長職位增加228% 為何不是每個公司都適合？,"近年來，隨著國際市場愈發重視永續發展與目標，全球媒體報導與版面中，可以看到越來越多組織高調宣示淨零承諾，並引動高階管理職缺的設置，包括：永續長（Chief Sustainability Officer, CSO）、永續發展總監、永續發展經理等。"
237238,"['生物多樣性','海洋','氣候變遷'', '永凍土', '熱浪']",https://e-info.org.tw/sites/all/themes/quatro/images/news-default.jpeg,2023/7/24,台灣黑熊罕見出沒廬山、研究指格陵蘭島曾為綠地、希臘熱浪打破持續時間最長紀錄,台灣黑熊出沒仁愛鄉廬山地區，有蜂農發現蜂箱疑遭黑熊破壞，南投林管處架相機，21日深夜、22日凌晨拍到熊出沒，是南投林管處推動台灣黑熊生態服務給付方案後首例自主通報。（中央社報導）
237239,['生物多樣性'],https://live.staticflickr.com/65535/53067393735_3f4dc0a1bf_b.jpg,2023/7/24,「代表大象發聲」 越南將擬定國家計畫保育瀕危野生象,
237241,"['能源轉型', '低碳交通']",https://live.staticflickr.com/65535/53062334402_f783df3bba_b.jpg,2023/7/25,六個酷炫設計 讓你愛上單車的停車場,「我們會為了停放自行車，特地跑到這些地方度假，我說真的！」專業自行車雜誌《Bicycling》列出了一些讓單車族想一睹風采的夢幻停車場。這些美麗、有趣又新奇的設計玩出新高度，連非單車族都想排入景點。
237253,"['污染治理', '氣候法', '溫室氣體', '碳交易'']",https://live.staticflickr.com/65535/53068239160_9d7d910fde_b.jpg,2023/7/25,排放大戶不適用「自願減量」換碳權 環署：不能重複計算,碳權交易所將在今（2023）年8月成立，環保署推出攸關碳權核發的「溫室氣體自願減量專案管理辦法」草案。造紙、鋼鐵公會於昨（24）日舉行的草案研商會質疑，自願減量專案排除碳排大戶不公平。環保署則強調，減碳效益不能重複計算，排放大戶另透過自主減量少繳碳費，若又取得碳權，不符合國際減碳原則。
237254,"['氣候變遷','污染治理','能源轉型',, '極端高溫']",https://e-info.org.tw/sites/all/themes/quatro/images/news-default.jpeg,2023/7/24,高雄電動車充電設施首度納補助、專家指極端高溫將使班機延誤機率增加、加拿大東部遇52年最強豪雨,高雄市今（2023）年開辦高雄厝智慧雲補助，考量電動汽車已逐漸進入快速成長期，充電設備需求大增，首度將電動車充電設施納入補助，每案每項補助達10萬元至30萬元。市府從7月起，已陸續於全市8個行政區辦理推廣說明會，歡迎市民踴躍參加。（自由時報報導）
237269,"['生物多樣性', '外來種防治', '外來入侵種']",https://live.staticflickr.com/65535/53071826821_a021b625d4_b.jpg,2023/7/26,逆轉入侵潮 揮別外來種鳥類這麼難！,
237271,"['氣候變遷', '熱浪', '極端高溫']",https://live.staticflickr.com/65535/53080765665_0ce7256787_b.jpg,2023/9/4,持續更新／2023年熱浪事件簿：地球沸騰時代到來,※說明：部分外媒報導可能會因外電翻譯問題而有時間落差，此頁面將以台灣媒體翻譯的外電資料為主，並每日同步更新調整。
237273,"['氣候變遷能源轉型', '巴黎協定', '再生能源']",https://live.staticflickr.com/65535/53073358322_62b554b414_b.jpg,2023/7/27,石油大國阿聯大舉投資再生能源與氫能 拚2030年減碳40%,阿拉伯聯合大公國（阿聯）今年主辦聯合國第28屆氣候大會（COP28），能否拿出亮眼低碳政策備受國際矚目。3日，阿聯宣布新國家能源戰略，要在七年內投資540億美元，讓再生能源供應增為三倍。阿聯也大舉投資氫能，預計2031年年產140萬噸綠氫，2050年增為年產1500萬噸，以成為全球氫能大國。
237275,"['土地利用','能源轉型']",https://live.staticflickr.com/65535/53153286272_58c9d8b52f_b.jpg,2023/8/31,電動車、再生能源業蓬勃發展 國際能源總署將設關鍵礦物進口指引,全球新能源產業蓬勃發展，各國紛紛建立屬於自己的「關鍵礦物」產業鏈，而國際能源總署（IEA）近日發表聲明，為了不讓成員國仰賴單一供應國，將於今（2023）年年底，針對關鍵礦物設立進口指引，其中鋰鎳鈷將是鎖定的目標。
237279,"['生物多樣性', '流浪動物']",https://live.staticflickr.com/65535/53072487344_c37d7cc454_b.jpg,2023/7/27,台大校園白鼻心難逃犬殺 「冰箱的故事」留下犬隻TNVR大哉問,?07/28更新：補充相信動物執行長、台大學生回應?
237282,"['生物多樣性', '河川生態系統']",https://live.staticflickr.com/65535/53074397580_2d0fcf825b_b.jpg,2023/7/27,RIVER can help ! 雙溪河的生態系服務,
237286,"['氣候變遷', '淨零排放']",https://live.staticflickr.com/65535/53074971458_a0c7c4bed2_b.jpg,2023/7/31,X系列新客機引領淨零碳排 NASA和波音聯手研發「X-66A」預計2028年測試,為達成航空業2050年淨零碳排目標，美國國家航空暨太空總署（NASA）和波音公司（Boeing）合作打造X-66A永續飛航展示機，期望降低30%的燃油消耗與碳排，協助航空業達成淨零排放目標。新機預計在2028年和2029年進行測試。
237290,"['生物多樣性','氣候變遷','污染治理','熱浪']",https://e-info.org.tw/sites/all/themes/quatro/images/news-default.jpeg,2023/7/27,台南柳科設焚化爐地方反彈、破40°C日本刷新今年高溫紀錄、UN秘書長稱地球步入沸騰時代,台南柳營科技園區將設置焚化爐，預估3年運轉，地方認為柳科長期以來飄異味，未來焚化爐再進駐生活環境更惡劣反彈強烈，本月30日下午將在當地至少動員500人宣示反對到底，據悉，市府私下疏通仍無進展，未來抗爭恐不可免。（聯合報報導）
237291,"['循環經濟', '回收再利用']",https://live.staticflickr.com/65535/53075569622_4fb77ef568_b.jpg,2023/7/28,洋芋片包裝變身太陽眼鏡！印度創業家讓回收塑膠重生,幾乎所有軟式包材皆為一次性使用，是塑膠種類中最難以達成循環經濟目標的品項。由於它重量輕、成本低且使用方便，因此人們將它拿來製成許多食品和用品的包裝，包括新鮮水果、肉類、乾貨、甜食、飲料、個人護理用品、文具用品、工具與電子產品等。
237292,"['循環經濟', '減碳新生活', '低碳交通']",https://live.staticflickr.com/65535/52975887240_96c994b5d1_b.jpg,2023/7/28,荷蘭如何成為連總理也騎自行車上班的國度？ 學者：安全路網是關鍵,
237296,"['循環經濟', '減塑']",https://live.staticflickr.com/65535/53076712576_42a01b6245_b.jpg,2023/7/31,環團發起廢「盒」行動 8/1起自備容器600家餐廳享優惠,為鼓勵民眾自備餐盒，減少一次性容器，環保團體「媽媽氣候行動聯盟」串聯業者發起「自備餐盒，有何不可」活動，明（8/1）日起正式上路。消費者自備餐盒至活動店家外帶消費，就能享有優惠。而除了環保，台北冰店業者三角冰表示，炎炎夏日買冰，自備容器還更好吃。這是因為紙盒裝冰通常必須加壓，食用口感不佳。若能自備餐具買冰，「就可以吃到和店裡一樣鬆鬆的冰」。
237298,"['氣候變遷', '乾旱', '熱帶風暴', '野火', '冰川融化']",https://live.staticflickr.com/65535/53079666148_7e12d7f8d3_b.jpg,2023/8/4,你見過極端氣候的長相嗎？ 六張NASA衛星影像見證「沸騰時代」,「全球暖化的時代已經結束。全球沸騰的時代（era of global boiling）已經來臨。」
237299,"['氣候變遷', '環境負載力']",https://live.staticflickr.com/65535/53080026652_02942e1f96_b.jpg,2023/8/2,2023年地球自然資源已用完 8月2日起生態負債,地球資源並非源源不絕，科學家計算人類一年可用的自然額度後發現，今年在8月2日就將額度全部花光。這天起，我們都是以透支的方式消耗地球資源。因此將這一天定義為今年的「地球超載日」（Earth Overshoot Day，又譯為「生態負債日」）。
237300,"['海洋','氣候變遷','污染治理','能源轉型']",https://e-info.org.tw/sites/all/themes/quatro/images/news-default.jpeg,2023/7/30,13里齊聲反對台南柳科蓋焚化爐、北大西洋海平面溫度創24.9°C新高、拜登擬對車廠上修油耗標準,台南柳營科技園區內緊鄰污水廠的環保用地，市府為因應永康焚化爐將於2026年歲修，預備新建焚化爐囤燒各工業區、事業廢棄物，讓附近幾個里群起反彈，里民於30日下午趁經發局到當地舉辦公聽會時，集結近千位里民陳抗。里長將13里的陳情書交給經發局，經發局說明，柳營焚化爐是為因應永康焚化爐2026年將進行歲修，才需提前因應，目前僅通過環差尚未定案。（公民新聞網報導）
237303,"['生物多樣性','海洋']",https://live.staticflickr.com/65535/50749402816_c5229abd42_b.jpg,2023/8/1,聯合國「這次」沒有核准深海採礦 環團：還不能鬆一口氣,?海底蘊藏許多寶藏，不僅有銅、鈷、鎳和錳等金屬，據傳可能還有稀土元素釔、及大量的金、銀和鉑礦，極具戰略價值。攸關是否開放海底採礦的國際海底管理局（ISA）第28屆會議在7月28日落幕，最終並未放行工業規模的深海採礦，並且達成2024年要討論海洋環境保護的協議。
237305,"['生物多樣性','土地利用']",https://live.staticflickr.com/65535/52328890314_aef396d9fa_b.jpg,2023/8/1,專訪陳吉仲：農委會達成階段性任務，農業部更加大力道解決農業問題 ,行政院農業委員會在8月1日升格農業部，部長由主任委員陳吉仲接下。末代主委成首任部長，陳吉仲與農業的牽掛還沒完結。新成立的「農業部」有何新氣象？屏東囝仔如何延續農業改革重任？在行政院宣布部長人事之前，陳吉仲以主委身分接受《環境資訊中心》專訪，說明接下來農業面臨的挑戰與威脅。
237312,"['生物多樣性','氣候變遷','污染治理','能源轉型']",https://e-info.org.tw/sites/all/themes/quatro/images/news-default.jpeg,2023/7/31,苗栗農地種電通過率約五成、南極海冰降至45年冬季最低、UNESCO建議將威尼斯列為「瀕危世界遺產」,宜蘭縣南澳神秘沙灘日前發現罕見保育類綠蠵龜。農業處表示，綠蠵龜主要分布於熱帶及亞熱帶海域，北回歸線以南是台灣目前較穩定的綠蠵龜產卵棲地，研究團隊將進一步調查造成綠蠵龜棲地往北移的原因。海洋大學研究團隊已申請將當地列「宜蘭地區綠蠵龜潛在產卵棲地調查計畫」，縣府農業處也將加強保育志工巡守訓練，持續觀察。（中央社報導）
237313,"['海洋', '減碳新生活', '過度捕撈']",https://live.staticflickr.com/65535/53072654663_cfd9f8e636_b.jpg,2023/8/1,過漁讓「藍碳」消失中！ 世界前十大有害漁業補貼國家 台灣也上榜,
237321,"['循環經濟', '循環利用', '綠色物流']",https://live.staticflickr.com/65535/53085233672_64bcbfb96a_b.jpg,2023/8/2,環署加碼網購包裝瘦身 新指引2026年揭露包材碳足跡,網購讓生活更便利，也產生大量包裝垃圾。環保署昨（1）日宣布推出「網購包裝減量指引2.0」，除了上個月上路的網購包材瘦身新規外，鼓勵業者達成提供原箱出貨選項、揭露包裝碳足跡等額外目標。環署表示，目前已有PChome、蝦皮購物等22家業者加入計畫，預計2026年減掉9萬公噸包裝重量。
237323,"['生物多樣性','氣候變遷','污染治理', '熱浪']",https://e-info.org.tw/sites/all/themes/quatro/images/news-default.jpeg,2023/8/1,墾丁45公分硨磲貝因颱風浪襲死亡、日本東京7月均溫破逾百年紀錄、伊朗熱浪全國放2天假,墾丁國家公園生態豐富，其中硨磲貝更是潛客心目中的明星生物，颱風杜蘇芮過境，墾管處今天下水探查，發現一顆長約45公分硨磲貝死亡，帶回製作標本，研判連續多天大浪衝擊所致。（中央社報導）
237324,['生物多樣性'],https://live.staticflickr.com/65535/53086146897_5ce3885254_b.jpg,2023/8/28,走過一甲子 《里山倡議》蓄積能量再接「30ｘ30」保育挑戰,《里山倡議》將農村或沿海居民與自然的交互作用，永續經營農林漁牧等農業生產地景與海景所形成的馬賽克鑲嵌地景，稱為「社會－生態－生產地景與海景」（Socio-Ecological Production Landscapes and Seascapes，SEPLS）。
237327,"['氣候變遷', '荒漠化', '風沙治理', '土地退化']",https://live.staticflickr.com/65535/53149729903_3da8be81cd_b.jpg,2023/8/29,研究：蒙古乾暖程度260年來未見 已跨過氣候臨界點,"
3月22日，山東濱州也受了來自蒙古的最強沙塵的影響。 圖片來源：Cynthia Lee / Alamy
"
